	total	Li+	C+	CH+	CH_2+	CH_3+	Na+	Mg+	Al+	Si+	^34S+	K+	^41K+	^29SiO+	Na_2+	Cu+	Zn+	^65Cu+	AlF_2+	^66Zn+	^76Se+	^78Se+	Rb+	^87Rb+	^92Mo+	^96Mo+	Mo+	^110Cd+	^112Cd+	^113Cd+	Cd+	^118Sn+	^119Sn+	Sn+	Cs+
		7,0161	12,0008	13,0073	14,0155	15,0242	22,9873	23,9824	26,9813	27,9791	33,9699	38,9629	40,9608	44,9839	45,9731	62,9227	63,9207	64,9199	64,9691	65,9201	75,9117	77,9091	84,9167	86,9050	91,9018	95,8992	97,8994	109,8931	111,8927	112,8939	113,8930	117,8912	118,8927	119,8916	132,8888
Sputter Time (s)	Intensity (Raw)	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	
149,9974	83208	0	0	0	2,00003	4,00031	1591,21	0	0	1,00002	0	664,356	46,0161	0	0	16961,6	2003,53	7418,99	14,5666	1118,54	86,0824	201,336	68,0353	6,00037	19,0028	119,108	22,0037	1,00001	151,174	59,027	105,084	3369,61	1154,14	4504,95	1417,52	
151,9973	82704	0	0	0	3,00011	4,00031	1477,58	0	0	0	0	712,885	52,0206	0	1,00001	17019,2	2000,51	7210,72	24,5767	1059,6	78,0604	188,282	66,0332	8,00049	23,004	120,11	19,0028	1,00001	140,15	63,0303	88,0591	3387,16	1173,52	4525,94	1404,47	
153,9973	82946	0	0	0	0	7,00144	1473,5	1,00001	1,00001	4,00012	0	744,233	67,0342	0	0	16976	2089,23	7204,53	18,99	1117,51	70,0573	189,294	67,0342	10,0008	26,0052	137,146	23,004	2,00003	144,158	77,0452	96,0718	3389,25	1158,21	4534,97	1412,47	
155,9973	82739	0	0	0	1,00002	6,00055	1488,83	0	0	0	0	698,711	33,0088	1,00001	0	16830,3	1982,94	7261,81	14,5349	1151,08	67,0502	178,259	66,0332	7,00037	17,0025	102,079	15,0017	1,00001	144,158	65,0322	99,0793	3424,06	1200,94	4473,39	1413,41	
157,9972	83175	0	1,00001	0	1,00004	7,00037	1402,93	0	1,00001	0	0	752,313	68,0353	0	0	16928,5	2059,22	7323,24	15,6659	1080,93	70,0558	190,293	81,0501	7,00037	21,0034	95,0716	22,0037	3,00007	153,179	66,0342	90,0632	3408,36	1235,57	4603,07	1396,17	
159,9972	82700	0	0	0	0	6,00046	1455,08	0	0	1,00001	0	712,863	53,0214	1,00001	1,00001	17154,9	2022,04	7250,73	22,3544	1121,61	59,0409	160,221	65,0322	4,00012	25,0048	90,0618	21,0034	1,00001	160,196	64,0313	92,066	3376,79	1175,5	4532,45	1408,37	
161,9972	82931	0	0	0	0	7,00069	1398,87	0	0	0	0	718,929	53,0214	0	1,00001	16932,5	2076,62	7182,38	20,1014	1041,29	75,0621	186,268	64,0322	7,00037	19,003	108,089	31,0073	0	159,196	73,0418	103,083	3370,34	1173,44	4523,8	1451,39	
163,9971	82653	0	1,00001	0	1,00001	6,00046	1312,05	0	0	0	1,00001	654,255	49,0183	0	0	16736,1	2112,99	7249	15,6504	1055,45	67,0621	186,279	67,0353	14,0015	29,0069	132,133	18,0025	0	130,133	59,0275	101,079	3399,78	1181,64	4483,38	1448,28	
165,9971	82551	0	0	0	1,00001	4,00012	1325,33	0	0	2,00003	0	726,018	48,0176	0	0	16879,2	1984,91	7097,59	7,80595	1041,28	83,0796	200,319	79,0476	6,00027	21,0037	101,078	22,0037	4,00018	149,17	74,0418	106,087	3387,09	1209,12	4402,71	1452,3	
167,9971	82771	0	1,00002	0	0	6,00055	1328,39	0	0	0	0	696,701	33,0083	0	0	16825,2	1955,02	7131,37	20,0819	1164,41	62,046	211,366	72,0396	11,0009	18,0025	96,0703	15,0017	0	160,197	68,0353	95,0703	3328,25	1167,39	4528,23	1466,62	
169,9970	82571	0	2,00003	0	3,00007	1,00005	1295,75	0	0	0	0	683,563	49,0183	0	0	16687,9	2035,47	7292,17	21,2516	1108,39	69,046	180,256	73,0407	9,00062	21,0034	125,119	17,0022	0	153,179	61,0284	91,0632	3356,61	1166,32	4498,3	1453,44	
171,9970	82578	0	0	0	1,00001	2,00015	1281,47	0	1,00001	5,00019	0	757,371	53,0222	0	0	16921,2	1925,15	7216,3	13,4071	1079,86	68,0519	187,274	60,0275	7,00037	15,0017	126,121	18,0025	1,00002	134,139	71,0385	93,066	3355,66	1184,68	4450,12	1391,1	
173,9970	82592	0	1,00001	0	0	6,00064	1270,23	0	1,00001	0	0	691,669	51,0199	1,00001	1,00001	16853,8	2019,03	7195,08	29,0412	1084,94	73,0582	181,289	68,0353	9,00062	13,0013	98,0748	17,0022	0	141,152	71,0385	82,0513	3371,4	1224,4	4522,09	1450,26	
175,9969	82771	0	0	0	2,00003	5,00065	1255,98	0	0	0	0	704,808	44,0148	2,00003	0	16924,1	1973,57	7391,23	21,2839	1103,25	73,0654	152,201	69,0374	12,0011	11,0011	88,0591	30,0069	1,00001	157,188	59,0266	75,0429	3362,93	1245,8	4501,38	1445,21	
177,9969	83201	0	0	0	1,00004	4,00024	1238,67	0	0	2,00003	0	679,521	49,0191	1,00001	0	16957,8	2041,66	7514,52	14,5914	1129,73	73,0641	164,233	65,0322	5,00019	15,0017	109,091	29,0064	2,00006	148,167	62,0303	104,083	3470,5	1244,79	4532,38	1462,55	
179,9968	82526	0	2,00003	0	2,00003	4,00024	1274,31	0	0	1,00001	0	696,69	52,0206	0	0	16583,6	1978,73	7267,22	15,6533	1095,1	67,0592	173,258	67,0342	7,00048	27,0056	94,0674	18,0026	1,00002	133,135	60,0284	96,0703	3450,41	1221,35	4465,97	1406,36	
181,9968	82995	0	1,00001	0	2,00006	7,00069	1252,9	0	0	0	1,00001	679,51	53,0214	1,00001	0	16989,9	2071,55	7361,88	22,3963	1065,63	82,0734	195,312	59,0275	12,0011	18,0025	104,083	19,0028	1,00001	139,151	53,0214	88,0591	3368,23	1148,01	4664,4	1406,41	
183,9968	82929	0	0	0	0	5,00034	1172,42	0	1,00001	1,00001	0	699,722	57,0248	0	0	16783,9	1948,75	7348,97	25,7537	1117,51	83,0689	196,313	68,0353	8,00049	13,0013	106,086	17,0025	1,00002	134,137	67,0342	94,0674	3475,6	1220,33	4431,86	1425,76	
185,9967	82951	0	0	1,00001	2,00003	3,00011	1135,79	0	0	0	0	698,711	48,0183	1,00001	0	16854,6	2004,41	7245,29	26,8238	1118,56	69,0562	190,308	62,0303	8,00049	22,0037	107,087	14,0015	0	161,201	64,0315	103,083	3362,87	1218,31	4608,51	1424,6	
187,9967	82961	0	1,00001	1,00001	0	4,00024	1235,57	0	1,00001	1,00002	0	677,511	64,0313	0	0	17137,5	1957,08	7254,99	15,6499	1103,26	70,0614	205,359	71,0385	2,00005	23,0044	117,105	16,0022	1,00002	138,145	55,0231	88,0604	3382,98	1190,77	4568,82	1414,54	
189,9967	82589	0	2,00003	0	0	2,00012	1217,25	0	0	0	0	682,542	42,0135	0	1,00001	16638,6	1964,23	7450,72	22,4276	1072,78	66,0441	190,288	68,0353	5,00019	20,0031	103,081	20,0031	0	136,143	48,019	106,086	3391,3	1188,77	4560,24	1440,14	
191,9966	83212	0	1,00001	1,00001	1,00002	3,0003	1150,05	0	0	0	0	664,356	50,0191	0	0	16742	2018,94	7363	24,6401	1116,52	81,0724	195,303	58,0274	6,00027	23,004	103,084	17,0022	1,00001	157,193	64,0313	111,094	3472,5	1169,42	4607,43	1417,31	
193,9966	83161	0	0	0	0	2,00024	1067,67	0	0	0	0	703,765	47,0169	1,00001	0	16939,4	2045,69	7408,19	19,0481	1160,25	81,0708	167,234	52,0206	9,00089	19,003	94,0674	14,0019	1,00001	155,184	56,0248	105,086	3470,5	1201,99	4584,05	1380,69	
195,9966	83084	0	0	1,00001	2,00003	5,00042	1102,22	0	1,00001	0	0	688,616	31,0073	0	0	16852,1	1955,11	7261,04	17,8889	1070,75	74,0597	194,307	58,0257	4,00012	20,0031	112,096	16,002	1,00001	146,163	61,0284	97,0718	3424,12	1228,46	4625,6	1428,81	
197,9965	83629	0	0	1,00001	3,00007	5,00027	1096,15	0	0	0	0	726,018	48,0183	0	0	17062,1	2104,62	7245,16	22,3558	1131,75	73,0685	197,312	59,0275	5,00019	13,0013	91,0646	23,004	2,00003	168,216	77,0452	93,0674	3354,77	1176,53	4518,73	1406,39	
199,9965	83147	0	0	0	1,00001	6,00064	1142,93	0	1,00001	1,00001	0	718,94	47,0169	0	0	16805	2038,57	7351,45	19,0302	1101,32	64,0459	165,223	61,0284	12,0011	25,0059	97,0718	19,0028	1,00001	155,184	65,0342	98,0733	3549,53	1259,13	4528,66	1391,96	
201,9965	83157	0	0	0	0	7,00091	1110,37	0	1,00001	0	0	692,647	44,0154	1,00001	0	17064,5	2094,2	7238,03	14,5284	1096,17	66,0467	172,239	60,0275	3,00007	22,0037	99,0763	16,002	0	138,148	78,0479	104,083	3546,63	1150,07	4547,52	1399,25	
203,9964	82543	0	0	0	0	3,00021	1082,91	0	0	0	0	665,366	46,0168	1,00001	1,00001	16798,2	1983,82	7293,34	13,4231	1071,78	69,0482	176,258	75,0429	9,00062	18,0025	111,096	12,0011	2,00003	142,156	60,0293	97,0734	3370,4	1215,23	4575,62	1349,22	
205,9964	83508	0	0	0	0	3,00011	1095,15	0	0	1,00001	0	669,407	46,0161	0	0	16984,2	2065,55	7334,09	22,3875	1091,09	59,0392	177,251	70,0385	9,00062	17,0022	110,092	16,002	0	154,184	71,0396	86,0582	3519,02	1220,38	4510,95	1435,1	
207,9964	83390	0	0	0	1,00001	5,00065	1091,03	0	1,00001	0	0	694,679	45,0168	1,00001	0	17127,8	2014,9	7262,92	16,7713	1095,13	67,052	160,222	56,0239	8,00049	20,0031	112,097	17,0025	1,00001	120,112	74,0418	92,0688	3427,22	1264,21	4524,45	1422,85	
209,9963	83630	0	2,00006	0	0	4,00055	1059,52	0	1,00001	0	0	701,765	47,0176	0	0	16855,2	2051,88	7271,66	20,1274	1088,05	73,0669	187,279	69,0374	8,00049	21,0037	105,086	24,0044	2,00006	143,156	60,0275	92,0646	3438,93	1178,59	4606,94	1435,24	
211,9963	83468	0	0	1,00001	1,00002	1,0001	1066,67	0	0	2,00003	0	631,028	55,0256	1,00001	1,00001	16940,5	2029,34	7447,96	17,9412	1082,99	78,07	167,227	68,0374	11,0009	28,006	107,087	24,0044	1,00001	175,245	56,0239	84,0558	3458,9	1264,17	4668,98	1419,74	
213,9963	83487	0	3,00016	0	0	1,00002	1034,12	0	2,00003	0	0	669,428	49,0183	0	0	16778,3	2029,37	7274,57	24,6044	1141,96	75,0663	193,313	64,0313	7,00037	20,0031	104,083	26,0052	1,00001	139,15	69,0363	107,091	3519,15	1178,59	4586,41	1374,84	
215,9962	84255	0	0	0	1,00002	5,00034	1025,99	1,00001	1,00001	2,00003	0	712,885	56,0239	0	0	17240,6	2010,78	7449,01	19,0614	1126,66	75,0684	185,278	65,0322	9,00062	16,002	97,0748	28,006	1,00001	163,211	71,0385	106,087	3647,94	1311,21	4555,03	1422,76	
217,9962	84905	0	1,00001	0	1,00001	8,00098	1040,23	0	2,00003	0	1,00001	704,776	59,0266	0	0	17202,7	2085,16	7515,73	19,0827	1103,32	78,0743	195,297	57,0248	7,00037	26,0052	119,108	28,006	1,00001	133,135	79,0483	106,089	3434,71	1258,15	4695,54	1390,08	
219,9961	84590	0	0	0	2,00003	6,00064	1018,91	0	0	1,00001	0	694,679	57,0257	1,00004	0	17212,8	2035,47	7443,76	8,96909	1126,65	84,0754	187,28	65,0342	7,00048	24,0044	105,084	22,0037	3,00007	139,15	76,0441	83,0537	3593,98	1287,65	4664,76	1453,5	
221,9961	84690	0	0	0	1,00004	5,00042	1058,53	0	0	1,00002	0	684,594	59,0266	0	0	17028,6	2008,62	7406,48	17,9305	1102,25	71,0498	194,314	61,0284	9,00062	16,002	114,099	23,004	0	143,158	71,0385	91,0646	3527,63	1292,73	4630,11	1372,77	
223,9961	85241	0	1,00001	0	2,00003	4,00031	1007,77	0	1,00001	0	0	679,521	48,0176	1,00001	1,00001	17316,9	1994,34	7426,14	12,3301	1087,01	61,0478	182,274	69,0363	11,0009	19,0028	108,089	28,006	0	196,296	57,0248	102,079	3469,46	1280,49	4664,69	1363,56	
225,9960	84786	0	1,00001	1,00001	1,00001	4,00018	1037,21	0	0	0	0	660,315	50,0193	0	0	17289,7	1972,74	7368,28	15,6794	1068,71	76,0613	196,324	59,0275	7,00037	20,0031	125,119	24,0044	1,00001	159,196	78,0476	93,066	3543,35	1203,05	4648,58	1461,39	
227,9960	84467	0	0	0	1,00005	5,0005	1036,18	1,00001	0	0	1,00001	717,929	43,0141	0	0	17058,8	2027,28	7469,38	14,5804	1119,56	75,0568	190,306	62,0303	6,00027	20,0031	101,078	16,0022	0	154,184	80,0488	100,076	3439,19	1236,67	4639,85	1435,07	
229,9960	84587	0	0	0	1,00001	4,00031	962,041	0	0	1,00001	0	667,387	60,0293	0	0	17211,2	2104,56	7376,34	20,1635	1115,58	59,0476	195,32	52,0214	8,00049	18,0027	113,097	22,0037	0	159,194	70,0385	119,108	3447,67	1277,47	4718,78	1465,58	
231,9959	84835	0	0	0	1,00002	8,00098	990,462	0	0	0	0	722,995	53,0222	1,00001	0	17418,2	2103,53	7247,61	13,4151	1012,83	83,0718	187,29	50,0191	11,0009	31,0073	92,0646	22,0037	0	150,172	65,0322	84,0538	3525,68	1332,6	4755,11	1469,76	
233,9959	85422	0	0	0	0	1,00008	948,879	0	0	0	0	680,521	39,0116	0	0	17193,9	2042,66	7466,74	16,8238	1094,17	79,0768	179,261	71,0385	5,00019	21,0037	98,0733	21,0034	1,00004	147,17	70,0385	97,0718	3656,4	1224,5	4729,23	1394,17	
235,9959	85089	0	0	1,00001	0	3,00021	961,012	0	0	0	0	680,521	61,0293	0	1,00001	17235,1	2031,47	7405,66	15,6919	1060,63	65,0473	202,33	57,0265	6,00027	14,0016	121,114	25,0051	0	161,201	74,0418	87,0578	3685,02	1211,22	4718,56	1367,57	
237,9958	85015	0	0	1,00001	1,00001	3,00025	938,719	1,00002	0	0	0	711,852	53,0214	0	0	16987,6	2057,15	7420,54	11,2079	1163,39	58,0483	195,31	54,0222	10,0008	24,0044	97,0747	15,0017	0	151,179	71,0397	105,086	3585,7	1260,19	4729,08	1422,72	
239,9958	84779	0	0	0	1,00001	4,00018	969,175	0	0	2,00003	1,00001	692,658	47,0176	1,00001	0	17270,9	2040,94	7332,85	19,0279	1112,47	64,0456	183,267	70,0384	12,0013	19,003	108,089	31,0073	0	146,165	68,0374	110,092	3652,4	1229,65	4704,81	1417,75	
241,9958	85345	0	1,00001	1,00002	0	4,00031	944,777	0	1,00001	1,00002	0	728,029	46,0161	1,00001	0	17278,9	1948,92	7346,39	16,7935	1105,31	60,0472	178,267	69,0363	6,00027	26,0052	109,094	22,004	2,00006	143,158	67,0365	100,076	3677,73	1226,52	4615,82	1417,67	
243,9957	85776	0	0	0	0	4,00037	966,115	0	0	0	0	713,885	48,0183	0	0	17267,2	2002,49	7533,67	14,5956	1087,06	70,0527	201,334	68,0363	6,00027	18,0025	97,0733	23,004	1,00001	158,191	71,0385	102,079	3606	1228,57	4795,99	1414,58	
245,9957	85819	0	0	1,00001	0	4,00018	926,519	0	1,00001	0	0	712,863	55,0231	0	0	17454,7	2065,49	7573,32	19,1033	1150,18	72,0531	173,253	58,0257	8,00049	18,0025	115,103	18,0025	0	136,141	61,0284	105,086	3597,27	1273,41	4754,32	1388,25	
247,9957	86079	0	0	0	1,00002	6,00064	933,618	0	1,00001	1,00001	0	667,397	43,0154	0	0	17405,8	1994,19	7532,3	15,7201	1104,34	73,0509	177,262	66,0332	5,00019	27,0056	111,094	26,0052	1,00001	149,17	66,0342	105,089	3634,37	1263,21	4719,56	1417,66	
249,9956	85421	0	0	0	0	6,00082	949,879	0	0	1,00001	0	718,984	57,0248	0	0	17243,5	1968,6	7479,8	13,4629	1081,96	65,0525	171,251	71,0385	11,0009	19,0028	117,104	15,0019	1,00001	170,221	82,0513	103,081	3543,74	1296,9	4723,71	1441,37	
251,9956	85717	0	1,00001	0	2,00003	7,00059	877,894	0	1,00001	0	0	689,637	45,0168	0	0	17056	1897,73	7517,71	14,5921	1068,76	69,0562	204,331	62,0303	6,00034	23,0044	92,066	20,0031	0	144,158	63,0312	123,116	3583,7	1317,23	4825,43	1481,99	
253,9956	85605	0	1,00001	0	0	1,00007	929,576	0	0	0	0	671,448	42,0141	1,00001	1,00002	17081,3	1994,4	7400,7	15,6892	1047,42	70,0546	188,3	48,0176	6,00027	25,0048	105,084	17,0022	0	161,203	54,0231	127,129	3646	1291,82	4720,48	1371,78	
255,9955	86528	0	0	0	1,00002	7,00101	910,307	0	3,00007	1,00001	0	702,754	49,0183	1,00001	0	17393,2	1944,87	7397,38	15,6857	1075,85	79,0712	193,318	70,0385	2,00003	21,0034	115,101	27,0056	1,00001	145,163	66,0332	125,119	3635,54	1303,03	4799,29	1448,39	
257,9955	86365	0	0	0	1,00002	8,00122	932,604	0	2,00003	1,00001	0	700,743	45,0154	0	0	17471,4	2029,35	7387,48	20,1739	1141,94	73,0534	190,295	51,0206	9,00062	27,0056	109,092	19,003	0	136,143	73,0418	105,084	3639,83	1241,8	4806,21	1374,65	
259,9954	85997	0	1,00001	0	1,00002	4,00024	900,168	0	1,00001	0	0	711,885	52,0206	1,00001	1,00002	17508,4	1966,42	7424,43	16,8189	1113,49	67,044	193,308	59,0266	2,00003	17,0022	94,0678	21,0037	2,00003	153,181	75,0441	96,0703	3720,17	1280,57	4712,73	1406,6	
261,9954	86650	1,00001	0	0	1,00004	2,00009	881,907	0	0	1,00001	0	704,798	46,0161	2,00003	0	17371,7	2035,53	7668,76	24,7565	1061,62	74,0662	188,296	62,0293	3,00007	20,0037	98,0733	22,0037	0	158,191	67,0343	108,091	3651,59	1298,92	4981,34	1414,58	
263,9954	86349	0	1,00002	0	0	4,00024	880,907	0	1,00001	1,00002	1,00001	662,336	49,0183	0	0	17211	1967,54	7557,01	24,7162	1055,47	86,0823	192,317	68,0374	5,00019	14,0017	107,087	16,002	3,00007	162,206	70,0374	101,081	3609,06	1280,62	4822,97	1421,08	
265,9953	87118	0	0	1,00002	2,00003	4,00024	915,377	0	0	0	0	697,701	50,0191	0	0	17644,3	2038,7	7617,15	15,7428	1109,49	72,0617	219,399	69,0384	8,00049	22,0037	109,091	19,003	0	162,203	53,0222	90,0632	3626,97	1308,05	4943,89	1351,31	
267,9953	86653	0	0	0	0	3,00016	855,56	0	2,00003	0	0	667,387	45,0168	0	0	17488,9	2000,53	7515,01	13,4709	1110,4	83,0829	159,213	54,0222	6,00027	13,0015	114,101	21,0034	1,00001	170,226	71,0395	112,096	3663,98	1270,41	4930,19	1390,3	
269,9953	86234	0	2,00006	3,00007	1,00002	4,00031	909,279	0	0	1,00001	0	650,235	47,0176	0	0	17369,6	1885,26	7359,48	19,0442	1095,2	80,0643	186,293	60,0275	7,00037	21,0034	92,0646	15,0017	1,00001	147,167	46,0161	126,123	3701,53	1333,62	4904,7	1390,14	
271,9952	86276	0	0	0	2,00009	3,00021	866,706	0	0	0	0	689,616	58,0257	0	0	17426,6	2068,67	7410,5	10,0878	1083,98	89,0778	169,236	60,0284	7,00048	19,003	101,078	13,0013	0	155,188	65,0332	94,0689	3707,05	1291,82	4897,45	1424,96	
273,9952	86096	0	1,00001	0	1,00001	5,0005	879,88	0	0	0	0	681,563	60,0284	1,00001	0	17124,5	1995,35	7368,69	14,5644	1057,58	61,0427	176,253	59,0266	2,00003	16,0022	104,084	23,004	0	160,201	70,0374	94,0689	3654,63	1220,48	4846,46	1378,9	
275,9952	86469	0	1,00001	0	0	6,00037	916,405	0	0	0	0	627,999	46,0161	1,00001	0	17271,8	2016,94	7491,87	22,4465	1105,33	81,0919	202,321	52,0214	7,00059	19,0028	95,0703	18,0027	0	170,223	55,0239	101,079	3791,27	1297,86	4809,36	1366,69	
277,9951	86825	0	0	2,00003	1,00001	5,00027	850,508	0	0	0	0	670,417	41,0135	1,00001	0	17432,4	1965,43	7526,93	17,9637	1101,3	81,0709	207,347	41,0128	10,0008	20,0034	112,096	18,0025	0	177,239	65,0342	92,0646	3720,11	1304,07	4944,66	1387,14	
279,9951	86643	0	0	0	0	3,00016	868,732	0	0	1,00001	0	703,765	53,0222	0	0	17282,5	1970,51	7288,99	8,94978	1059,64	60,0517	207,343	67,0353	8,00049	22,0044	101,079	20,0031	1,00001	170,226	73,0407	109,092	3710,7	1334,62	4936,5	1480,17	
281,9951	86979	0	0	0	2,00003	8,00073	893,071	0	1,00001	1,00001	0	678,5	48,0176	0	0	17496	1908,79	7413,9	20,1773	1105,3	66,0546	199,318	63,0303	7,00037	20,0031	94,0674	20,0031	2,00009	137,143	59,0266	120,11	3696	1315,27	4847,05	1394,19	
283,9950	86811	0	0	0	0	4,00043	832,275	0	0	1,00001	0	734,107	46,0161	2,00003	0	17167,6	2011,9	7538,94	23,5872	997,615	67,0544	186,281	65,0322	2,00003	12,0011	103,083	15,0017	2,00003	149,172	62,0294	102,079	3713,05	1331,56	4991,45	1352,37	
285,9950	87179	0	1,00001	0	1,00002	6,00046	879,894	0	0	2,00006	0	704,776	43,0154	0	0	17288,8	2000,53	7569,7	25,8496	1028,1	70,0567	184,293	46,0161	4,00012	17,0025	117,105	19,0028	0	156,188	67,0342	102,079	3716,89	1326,47	5017,14	1341,34	
287,9950	87356	0	1,00002	0	1,00001	9,00117	914,363	0	3,00011	0	0	672,438	61,0303	0	0	17489,5	1990,34	7459,7	14,5827	1052,47	123,142	187,284	62,0293	9,00062	16,002	93,066	15,0017	2,00003	176,239	72,0396	100,078	3779,18	1363,25	4966,18	1424,89	
289,9949	87209	0	0	1,00001	2,00003	6,00046	919,448	0	1,00001	0	0	663,346	50,0191	0	0	17148,9	1964,51	7481,5	22,4454	1008,8	77,0658	221,387	54,0222	3,00007	22,0037	109,091	26,0052	1,00001	154,186	76,0464	108,091	3867,29	1313,21	4959,6	1437,21	
291,9949	86667	0	0	1,00001	3,00016	3,00034	853,547	0	0	1,00001	0	648,195	47,0169	1,00001	0	17230	1923,24	7493,81	21,3178	1088,13	66,0507	167,228	56,0239	9,00062	28,0064	117,105	25,0048	1,00001	164,208	83,0526	96,0703	3656,74	1341,75	4882,29	1436,1	
293,9949	87081	0	0	0	0	11,0014	870,759	0	1,00001	2,00006	0	663,346	44,0148	0	0	17449,4	1901,68	7499,12	15,713	1052,52	61,0416	190,302	61,0293	7,00048	18,0025	101,078	14,0017	0	182,256	61,0284	111,097	3741,52	1366,31	4795,84	1439,22	
295,9948	87216	0	0	0	0	4,00043	849,482	0	0	0	0	680,552	45,0154	1,00001	0	17445	1857,32	7507,34	13,4695	1091,07	85,0842	172,247	59,0266	5,00019	16,0022	96,0703	22,0037	0	142,154	65,0332	113,097	3751,7	1349,97	5100,7	1363,67	
297,9948	87708	0	0	0	0	3,00021	923,505	0	0	0	0	700,744	36,0099	0	0	17460,1	1968,35	7600,3	19,1108	1067,67	71,0615	178,269	68,0353	5,00019	15,0017	96,0703	22,0037	3,00007	173,229	68,0363	112,096	3769,77	1312,19	4938,74	1401,47	
299,9947	87584	0	0	0	2,00003	5,00034	835,313	0	0	2,00003	0	705,798	51,0206	0	0	17762,8	1993,28	7448,69	12,3345	1072,76	71,0618	176,253	45,0161	7,00048	8,00049	105,084	14,0015	1,00002	158,196	67,0363	98,0733	3790,01	1285,61	4857,7	1368,57	
301,9947	87423	0	0	0	1,00005	2,00009	869,799	0	0	1,00001	0	641,136	56,0239	1,00001	1,00001	17308,2	1926,21	7378,65	21,2887	1040,34	77,0618	175,247	65,0322	8,00049	13,0013	88,0591	12,0011	2,00003	165,212	58,0257	115,103	3763,22	1356,06	5079,61	1387,21	
303,9947	86900	0	1,00001	0	0	3,00025	891,043	0	0	1,00002	0	648,205	39,0116	1,00001	0	17232,5	1929,18	7400,21	16,8106	991,477	73,063	174,264	45,0154	6,00027	15,0019	100,076	23,004	2,00003	187,267	60,0275	115,101	3779,3	1339,75	4929,72	1368,66	
305,9946	87954	0	1,00001	0	0	8,00122	880,894	0	1,00001	1,00001	1,00001	661,356	62,0303	1,00001	1,00001	17363,2	1901,61	7583,97	16,8529	1046,31	75,0648	193,317	56,0239	9,00062	17,0022	100,078	20,0031	0	168,218	64,0323	112,096	3863,23	1274,41	4937,66	1409,36	
307,9946	87353	0	0	0	0	4,00031	823,16	0	1,00001	1,00001	0	652,235	56,0239	1,00002	1,00001	17487,5	1926,3	7334,32	17,9088	1039,26	76,0565	166,236	69,0374	7,00048	12,0011	109,091	20,0034	1,00002	168,219	63,0322	94,0674	3797,55	1295,94	5107,69	1398,47	
309,9946	87625	0	1,00004	1,00001	1,00001	5,00042	871,773	0	1,00001	0	0	645,175	34,0088	1,00001	0	17461,3	1886,08	7385,2	23,536	1036,2	77,066	185,27	63,0303	4,00012	19,0028	109,094	22,004	2,00003	177,239	67,0353	101,079	3768,85	1367,31	5027,16	1441,3	
311,9945	87397	0	0	1,00001	1,00001	4,00024	842,404	0	2,00003	0	0	649,215	54,0231	1,00001	0	17436,9	1873,8	7506,12	19,0807	1051,45	67,0546	185,281	74,0429	3,00007	26,0052	107,087	23,004	0	170,223	61,0293	127,123	3857,93	1341,72	4947	1400,37	
313,9945	88251	0	0	0	0	6,00064	854,56	0	0	0	0	634,057	38,011	2,00003	0	17401,9	1862,53	7591,94	17,9819	1054,57	84,0789	197,333	65,0322	6,00027	29,0064	85,0552	18,0025	3,00007	157,188	57,0248	109,096	3735,17	1334,68	5021,19	1416,63	
315,9945	87619	0	0	0	0	2,00009	849,495	0	0	1,00001	0	633,057	52,0222	0	0	17262,3	1844,89	7548,99	16,8489	1064,68	82,0658	169,24	66,0342	6,00027	19,0028	92,0646	14,0016	1,00001	171,223	58,0257	108,092	3845,02	1356,08	5088,34	1456,53	
317,9944	87444	0	0	0	3,00011	7,00048	908,265	0	1,00001	1,00001	0	657,295	46,0168	1,00001	1,00001	17382,1	1904,73	7532,96	20,215	1009,8	54,0401	157,209	45,0154	7,00037	16,002	98,0733	23,0044	0	166,211	64,0313	104,086	3860,75	1325,43	5041,12	1411,43	
319,9944	88231	0	1,00001	0	2,00009	3,00025	869,773	0	0	0	0	654,265	58,0257	0	0	17362,6	1880,05	7608,15	13,4933	1019,93	63,049	192,305	60,0275	9,00062	21,0037	115,101	15,0017	0	173,234	82,0539	114,099	3852,81	1322,41	4979,89	1378,05	
321,9944	88410	0	0	0	0	4,00031	881,921	0	0	0	0	632,038	50,0198	0	1,00001	17428,8	1904,61	7556,73	16,8506	963,13	85,0844	185,29	61,0284	10,0008	22,0038	96,0718	25,0048	1,00001	139,152	57,0248	124,119	3866,72	1391,84	5065,13	1367,7	
323,9943	88172	0	1,00004	0	0	5,00027	856,574	0	0	3,00007	0	579,555	49,0198	0	0	17370,2	1915,14	7431,97	22,4231	1054,5	78,0691	199,32	51,0198	9,00062	21,0037	102,079	21,0034	2,00003	167,216	68,0353	98,0778	3806,21	1307,09	5148,45	1322,74	
325,9943	88291	0	0	0	0	3,00025	842,404	0	0	0	0	659,326	43,0141	1,00001	0	17403,4	1898,4	7587,82	15,7349	1018,91	68,0555	169,239	60,0275	6,00031	16,002	119,108	14,0015	1,00001	149,17	61,0284	104,086	3952,72	1375,52	5111,45	1444,32	
